Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2022-03-07 00:00:00+01:00,108.98406219482422,108.98406219482422,108.98406219482422,108.98406219482422,0,0.0,0.0,0.0
2022-03-08 00:00:00+01:00,108.49964141845703,108.49964141845703,108.49964141845703,108.49964141845703,0,0.0,0.0,0.0
2022-03-09 00:00:00+01:00,109.9133529663086,109.9133529663086,109.9133529663086,109.9133529663086,0,0.0,0.0,0.0
2022-03-10 00:00:00+01:00,109.20155334472656,109.20155334472656,109.20155334472656,109.20155334472656,0,0.0,0.0,0.0
2022-03-11 00:00:00+01:00,109.52779388427734,109.52779388427734,109.52779388427734,109.52779388427734,0,0.0,0.0,0.0
2022-03-14 00:00:00+01:00,109.49813842773438,109.49813842773438,109.49813842773438,109.49813842773438,0,0.0,0.0,0.0
2022-03-15 00:00:00+01:00,109.86392211914062,109.86392211914062,109.86392211914062,109.86392211914062,0,0.0,0.0,0.0
2022-03-16 00:00:00+01:00,111.29740142822266,111.29740142822266,111.29740142822266,111.29740142822266,0,0.0,0.0,0.0
2022-03-17 00:00:00+01:00,111.83125305175781,111.83125305175781,111.83125305175781,111.83125305175781,0,0.0,0.0,0.0
2022-03-18 00:00:00+01:00,112.50350189208984,112.50350189208984,112.50350189208984,112.50350189208984,0,0.0,0.0,0.0
2022-03-21 00:00:00+01:00,112.16737365722656,112.16737365722656,112.16737365722656,112.16737365722656,0,0.0,0.0,0.0
2022-03-22 00:00:00+01:00,112.32555389404297,112.32555389404297,112.32555389404297,112.32555389404297,0,0.0,0.0,0.0
2022-03-23 00:00:00+01:00,112.02896881103516,112.02896881103516,112.02896881103516,112.02896881103516,0,0.0,0.0,0.0
2022-03-24 00:00:00+01:00,111.96965789794922,111.96965789794922,111.96965789794922,111.96965789794922,0,0.0,0.0,0.0
2022-03-25 00:00:00+01:00,111.70272827148438,111.70272827148438,111.70272827148438,111.70272827148438,0,0.0,0.0,0.0
2022-03-28 00:00:00+02:00,112.02896881103516,112.02896881103516,112.02896881103516,112.02896881103516,0,0.0,0.0,0.0
