Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2023-03-09 00:00:00+01:00,97.96354675292969,97.96354675292969,97.96354675292969,97.96354675292969,0,0.0,0.0,0.0
2023-03-13 00:00:00+01:00,94.46624755859375,94.46624755859375,94.46624755859375,94.46624755859375,0,0.0,0.0,0.0
2023-03-14 00:00:00+01:00,95.43608856201172,95.43608856201172,95.43608856201172,95.43608856201172,0,0.0,0.0,0.0
2023-03-15 00:00:00+01:00,93.14374542236328,93.14374542236328,93.14374542236328,93.14374542236328,0,0.0,0.0,0.0
2023-03-16 00:00:00+01:00,95.41649627685547,95.41649627685547,95.41649627685547,95.41649627685547,0,0.0,0.0,0.0
2023-03-17 00:00:00+01:00,94.4760513305664,94.4760513305664,94.4760513305664,94.4760513305664,0,0.0,0.0,0.0
2023-03-20 00:00:00+01:00,94.87769317626953,94.87769317626953,94.87769317626953,94.87769317626953,0,0.0,0.0,0.0
2023-03-21 00:00:00+01:00,96.40592956542969,96.40592956542969,96.40592956542969,96.40592956542969,0,0.0,0.0,0.0
2023-03-22 00:00:00+01:00,96.2687759399414,96.2687759399414,96.2687759399414,96.2687759399414,0,0.0,0.0,0.0
2023-03-23 00:00:00+01:00,96.02386474609375,96.02386474609375,96.02386474609375,96.02386474609375,0,0.0,0.0,0.0
2023-03-24 00:00:00+01:00,94.76993560791016,94.76993560791016,94.76993560791016,94.76993560791016,0,0.0,0.0,0.0
2023-03-27 00:00:00+02:00,96.00428009033203,96.00428009033203,96.00428009033203,96.00428009033203,0,0.0,0.0,0.0
2023-03-28 00:00:00+02:00,96.2687759399414,96.2687759399414,96.2687759399414,96.2687759399414,0,0.0,0.0,0.0
2023-03-29 00:00:00+02:00,97.48352813720703,97.48352813720703,97.48352813720703,97.48352813720703,0,0.0,0.0,0.0
2023-03-31 00:00:00+02:00,99.37422180175781,99.37422180175781,99.37422180175781,99.37422180175781,0,0.0,0.0,0.0
2023-04-03 00:00:00+02:00,98.9921646118164,98.9921646118164,98.9921646118164,98.9921646118164,0,0.0,0.0,0.0
2023-04-04 00:00:00+02:00,98.80603790283203,98.80603790283203,98.80603790283203,98.80603790283203,0,0.0,0.0,0.0
2023-04-05 00:00:00+02:00,98.5415267944336,98.5415267944336,98.5415267944336,98.5415267944336,0,0.0,0.0,0.0
2023-04-06 00:00:00+02:00,99.32524108886719,99.32524108886719,99.32524108886719,99.32524108886719,0,0.0,0.0,0.0
2023-04-11 00:00:00+02:00,99.8934326171875,99.8934326171875,99.8934326171875,99.8934326171875,0,0.0,0.0,0.0
2023-04-12 00:00:00+02:00,100.0501708984375,100.0501708984375,100.0501708984375,100.0501708984375,0,0.0,0.0,0.0
2023-04-13 00:00:00+02:00,100.26568603515625,100.26568603515625,100.26568603515625,100.26568603515625,0,0.0,0.0,0.0
2023-04-14 00:00:00+02:00,101.11797332763672,101.11797332763672,101.11797332763672,101.11797332763672,0,0.0,0.0,0.0
2023-04-17 00:00:00+02:00,100.81429290771484,100.81429290771484,100.81429290771484,100.81429290771484,0,0.0,0.0,0.0
2023-04-18 00:00:00+02:00,101.46084594726562,101.46084594726562,101.46084594726562,101.46084594726562,0,0.0,0.0,0.0
2023-04-19 00:00:00+02:00,101.43145751953125,101.43145751953125,101.43145751953125,101.43145751953125,0,0.0,0.0,0.0
2023-04-20 00:00:00+02:00,101.53921508789062,101.53921508789062,101.53921508789062,101.53921508789062,0,0.0,0.0,0.0
