Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2022-03-03 00:00:00+01:00,347.5400085449219,347.5400085449219,347.5400085449219,347.5400085449219,0,0.0,0.0,0.0
2022-03-04 00:00:00+01:00,347.8299865722656,347.8299865722656,347.8299865722656,347.8299865722656,0,0.0,0.0,0.0
2022-03-07 00:00:00+01:00,347.5899963378906,347.5899963378906,347.5899963378906,347.5899963378906,0,0.0,0.0,0.0
2022-03-08 00:00:00+01:00,347.3299865722656,347.3299865722656,347.3299865722656,347.3299865722656,0,0.0,0.0,0.0
2022-03-09 00:00:00+01:00,348.260009765625,348.260009765625,348.260009765625,348.260009765625,0,0.0,0.0,0.0
2022-03-10 00:00:00+01:00,348.79998779296875,348.79998779296875,348.79998779296875,348.79998779296875,0,0.0,0.0,0.0
2022-03-11 00:00:00+01:00,348.29998779296875,348.29998779296875,348.29998779296875,348.29998779296875,0,0.0,0.0,0.0
2022-03-14 00:00:00+01:00,347.2300109863281,347.2300109863281,347.2300109863281,347.2300109863281,0,0.0,0.0,0.0
2022-03-15 00:00:00+01:00,347.1000061035156,347.1000061035156,347.1000061035156,347.1000061035156,0,0.0,0.0,0.0
2022-03-16 00:00:00+01:00,347.44000244140625,347.44000244140625,347.44000244140625,347.44000244140625,0,0.0,0.0,0.0
2022-03-17 00:00:00+01:00,347.82000732421875,347.82000732421875,347.82000732421875,347.82000732421875,0,0.0,0.0,0.0
2022-03-18 00:00:00+01:00,348.07000732421875,348.07000732421875,348.07000732421875,348.07000732421875,0,0.0,0.0,0.0
2022-03-21 00:00:00+01:00,348.3500061035156,348.3500061035156,348.3500061035156,348.3500061035156,0,0.0,0.0,0.0
2022-03-22 00:00:00+01:00,348.8800048828125,348.8800048828125,348.8800048828125,348.8800048828125,0,0.0,0.0,0.0
2022-03-23 00:00:00+01:00,348.7200012207031,348.7200012207031,348.7200012207031,348.7200012207031,0,0.0,0.0,0.0
2022-03-24 00:00:00+01:00,348.7300109863281,348.7300109863281,348.7300109863281,348.7300109863281,0,0.0,0.0,0.0
2022-03-25 00:00:00+01:00,348.5899963378906,348.5899963378906,348.5899963378906,348.5899963378906,0,0.0,0.0,0.0
2022-03-28 00:00:00+02:00,349.07000732421875,349.07000732421875,349.07000732421875,349.07000732421875,0,0.0,0.0,0.0
2022-03-29 00:00:00+02:00,349.82000732421875,349.82000732421875,349.82000732421875,349.82000732421875,0,0.0,0.0,0.0
